action_name,standard_type,frame_index,sequence,Nose_x,Right Eye_x,Left Eye_x,Right Ear_x,Left Ear_x,Right Shoulder_x,Left Shoulder_x,Right Elbow_x,Left Elbow_x,Right Wrist_x,Left Wrist_x,Right Hip_x,Left Hip_x,Right Knee_x,Left Knee_x,Right Ankle_x,Left Ankle_x,Nose_y,Right Eye_y,Left Eye_y,Right Ear_y,Left Ear_y,Right Shoulder_y,Left Shoulder_y,Right Elbow_y,Left Elbow_y,Right Wrist_y,Left Wrist_y,Right Hip_y,Left Hip_y,Right Knee_y,Left Knee_y,Right Ankle_y,Left Ankle_y
Barbell Bench Press,standard,56,4,0.517605148,0.562791243,0.469885702,0.626094715,0.434491344,0.762950984,0.320797521,0.933541742,0.088460193,1,0,0.696890222,0.376021794,0.834640188,0.167691849,0.956756065,0.131615808,0.821448735,0.82649855,0.823278228,0.777455724,0.768720797,0.685746298,0.683566286,0.809687666,0.822537777,1,0.992396429,0.368777459,0.367210889,0.158671915,0.156053889,0.012273469,0
Barbell Bench Press,standard,58,4,0.492015364,0.528886842,0.448715069,0.579962951,0.409370502,0.681801426,0.319888054,0.845200631,0.111846575,1,0,0.642775313,0.374961533,0.78158855,0.188040263,0.870460303,0.10350256,0.838795928,0.842658418,0.841128581,0.793774311,0.789184524,0.708405646,0.71130595,0.824183947,0.835595547,1,0.986831874,0.394594453,0.393369315,0.180553232,0.179817228,0.009430171,0
Barbell Bench Press,standard,60,4,0.507390913,0.543687105,0.464248122,0.595397723,0.427023422,0.708763646,0.339572236,0.881941156,0.121930872,1,0,0.669784542,0.399118692,0.798073562,0.21031365,0.880591235,0.126686202,0.844296137,0.848276109,0.845801728,0.799735731,0.792510547,0.71536823,0.714450689,0.824906909,0.833322857,1,0.983822868,0.409280699,0.407239908,0.192248481,0.186849723,0.017469969,0
Barbell Bench Press,standard,70,5,0.517061539,0.563746497,0.473811961,0.630620259,0.439485204,0.784466072,0.322306025,0.988889306,0.076091121,1,0,0.725391596,0.392661151,0.866725294,0.177531601,0.923222109,0.10375496,0.89520987,0.898642467,0.898631091,0.840286079,0.838044015,0.735410874,0.735159325,0.805287797,0.806749671,1,0.94989238,0.405967018,0.406115459,0.179400951,0.171242137,0.028358412,0
Barbell Bench Press,standard,72,5,0.519934309,0.566458415,0.475455957,0.633698024,0.439466083,0.782092275,0.328468085,0.980132551,0.086008451,1,0,0.71414643,0.387584595,0.869550136,0.208848737,0.897618803,0.130121154,0.854100789,0.861232533,0.860712733,0.808616233,0.803693437,0.703126606,0.690022,0.798290617,0.762532749,1,0.913722691,0.344036053,0.340920284,0.113138676,0.110413626,0.01235466,0
Barbell Bench Press,standard,74,5,0.519024967,0.563555485,0.476520205,0.629816961,0.442744532,0.771176602,0.338821563,0.969926545,0.095858167,1,0,0.702739958,0.391924949,0.852000373,0.227208358,0.880249064,0.145561934,0.869746994,0.878148139,0.877075795,0.826835527,0.820943682,0.717750352,0.706856961,0.800501588,0.771847371,1,0.913398603,0.355798857,0.353046655,0.118701958,0.112543659,0.019358992,0
Barbell Bench Press,standard,84,6,0.502019889,0.547597831,0.461019159,0.617259516,0.426210368,0.754240272,0.316645059,0.94231054,0.090260086,1,0,0.682415648,0.368788942,0.832159597,0.210428306,0.859718359,0.12919394,0.985856878,1,0.998828755,0.949567638,0.944559694,0.813592345,0.804391595,0.807833099,0.790678035,0.965703855,0.922790248,0.412196301,0.408916355,0.15663228,0.14857652,0.023423478,0
Barbell Bench Press,standard,86,6,0.500127292,0.545905806,0.468698568,0.613007697,0.43761241,0.740151409,0.317482869,0.94269159,0.097548631,1,0,0.673649288,0.368754487,0.827849239,0.210770291,0.857762738,0.13142477,0.980127333,0.997354564,1,0.9574106,0.963321706,0.825041553,0.824910483,0.798554076,0.791825638,0.953067637,0.915383555,0.41437525,0.414071375,0.158029121,0.149414934,0.031402113,0
Barbell Bench Press,standard,88,6,0.661009809,,,,,0.802272027,0.524722589,0.954699584,0.380454369,1,0.303069042,0.759873974,0.559789299,0.869323525,0.452413759,0.900400576,0.392087461,0.711972048,,,,,0.620465655,0.623595728,0.582241324,0.570893236,0.696988446,0.665615702,0.30599404,0.307097203,0.109278619,0.107688379,0.019484503,0
Push-up,nonstandard01,0,0,,,,0.622149395,0.750882333,0.552226429,0.825681906,0.477942064,0.919442697,0.408706078,1,0.61332491,0.779666889,0.596920933,0.762251739,0.575850608,0.689581483,,,,0.709672578,0.712568177,0.663297741,0.6595407,0.579107117,0.55965116,0.509607764,0.48568542,0.476340028,0.477002799,0.242575068,0.239501471,0.003970342,0
Push-up,nonstandard01,2,0,,,,0.621508224,0.749713542,0.552148456,0.830361888,0.47378246,0.923542917,0.405744927,1,0.619317583,0.788442286,0.595921732,0.761086668,0.574101872,0.690038428,,,,0.710666232,0.714277963,0.664383649,0.661463842,0.580855016,0.561747011,0.513669542,0.488195019,0.478754096,0.479717322,0.244775516,0.241049654,0.00627319,0
Push-up,nonstandard01,4,0,,,,0.617115209,0.74287975,0.544274454,0.823142889,0.462757322,0.920960009,0.397393003,1,0.618539768,0.786755847,0.601126727,0.758289974,0.578569725,0.681667354,,,,0.711004384,0.714493833,0.663991917,0.661219669,0.579412257,0.562492162,0.512093143,0.487345045,0.477286349,0.478056492,0.242107915,0.238646809,0.006118997,0
Push-up,nonstandard01,15,1,,,,0.615018661,0.727021315,0.527037861,0.822753594,0.427664615,0.94739044,0.383720823,1,0.604315577,0.781365979,0.598989924,0.746025173,0.586936676,0.695070638,,,,0.692296864,0.695837292,0.647213435,0.643177112,0.57504223,0.556299873,0.519397798,0.494965112,0.445698377,0.445301533,0.22941027,0.225221694,0.011027487,0
Push-up,nonstandard01,17,1,,,,0.61629916,0.731891422,0.524142322,0.827341677,0.422673087,0.952073359,0.382947449,1,0.599780402,0.780284334,0.599552703,0.741924966,0.590220694,0.688245165,,,,0.685212038,0.688526891,0.640211673,0.636962497,0.574084316,0.557868597,0.519968461,0.496347355,0.439278636,0.43925655,0.227622109,0.224516536,0.009427794,0
Push-up,nonstandard01,19,1,,,,0.616819921,0.730982791,0.523487707,0.829291312,0.417425571,0.958130401,0.38091651,1,0.598563426,0.780497347,0.596894611,0.738648085,0.590050711,0.688534956,,,,0.679508342,0.682256149,0.634822936,0.631466704,0.57174257,0.555787467,0.519780639,0.496358118,0.430375786,0.430459382,0.224167332,0.222088104,0.007744666,0
Push-up,nonstandard01,30,2,,,,0.630198955,,0.535719391,0.835578726,0.411332182,0.970035975,0.370171716,1,0.61304102,0.789275906,0.607962334,0.739526867,0.590557531,0.692753864,,,,0.633759795,,0.606253622,0.602201705,0.563795662,0.547485259,0.513692384,0.494607221,0.416840116,0.416754653,0.21253135,0.20982195,0.010238229,0
Push-up,nonstandard01,32,2,,,,0.632699777,0.734901607,0.539990357,0.830934879,0.420068203,0.967254843,0.372564969,1,0.620040282,0.789434705,0.611186991,0.737022917,0.593227463,0.687841679,,,,0.625443185,0.628379427,0.596555613,0.59442606,0.558852318,0.543913962,0.509526944,0.486329973,0.410414162,0.411730029,0.208742961,0.211230551,0.000927216,0
Push-up,nonstandard01,34,2,,,,0.621201992,0.705480063,0.532956662,0.7994279,0.416495141,0.943605686,0.37377107,1,0.602955752,0.751076844,0.605632601,0.693047835,0.588876153,0.642369064,,,,0.621830992,0.624066316,0.593798896,0.587126356,0.550157725,0.532811045,0.499634009,0.487786504,0.407235835,0.405827159,0.207739971,0.20686376,0.003274164,0
Push-up,nonstandard01,45,3,,,,0.631390233,0.720477242,0.558129534,0.821118876,0.434016572,0.958678348,0.347127227,1,0.637892248,0.787466092,0.612924876,0.728149476,0.585310409,0.678809389,,,,0.609408292,0.614138646,0.581465452,0.582845443,0.559300122,0.54609583,0.522491792,0.497962603,0.398209542,0.402434337,0.202343984,0.212213515,0,0.011446462
Push-up,nonstandard01,47,3,,,,0.633768134,0.723939888,0.556265233,0.823960412,0.438717056,0.961295818,0.353979892,1,0.637208388,0.791373234,0.61309931,0.738789799,0.580730271,0.685247243,,,,0.604523725,0.60829898,0.578621009,0.578827345,0.555350251,0.543042422,0.516591937,0.492599799,0.396786948,0.399553737,0.200548573,0.204118641,0,0.001361925
Push-up,nonstandard01,49,3,,,,0.634780024,0.725123078,0.554940812,0.825888087,0.435798779,0.961361964,0.348038183,1,0.637663959,0.795019736,0.609632819,0.744030032,0.574652355,0.690071807,,,,0.608739754,0.611834671,0.58022327,0.579462235,0.554886642,0.540306147,0.515085695,0.486146113,0.397839947,0.400153669,0.200162416,0.202289291,0.0004764,0
Push-up,nonstandard01,60,4,,,,0.635490939,0.739408432,0.563592254,0.841392488,0.434575534,0.965354123,0.353837144,1,0.640406407,0.802299849,0.623244205,0.754036718,0.596014411,0.692698959,,,,0.653497369,0.658165364,0.611203405,0.614852113,0.561266715,0.550503762,0.520875115,0.491846834,0.411573397,0.416448465,0.211315347,0.219472435,0,0.00743452
Push-up,nonstandard01,62,4,,,,0.634204158,0.746364457,0.566438303,0.848505261,0.436634807,0.96526121,0.362656813,1,0.642810535,0.807047311,0.626113715,0.748787217,0.609613894,0.695636772,,,,0.663453685,0.67025315,0.620626009,0.624551239,0.561134542,0.550420982,0.522096883,0.499328755,0.413236191,0.418109323,0.21205001,0.218410673,0,0.002581257
Push-up,nonstandard01,64,4,,,,0.635372249,0.75191342,0.566226744,0.8525284,0.438460146,0.964520178,0.373733703,1,0.640873177,0.808957897,0.624505296,0.749186743,0.610923903,0.699260523,,,,0.674538585,0.681613846,0.628806481,0.631471979,0.560854247,0.547515756,0.520025221,0.498932209,0.416346643,0.421126756,0.212812463,0.22092061,0,0.00584486
Push-up,nonstandard01,75,5,,,,0.638439693,,0.581102886,0.853565252,0.469179242,0.953109477,0.394473437,1,0.63647471,0.798870488,0.607125151,0.749195956,0.590218167,0.692227353,,,,0.694837847,,0.640515632,0.646484676,0.550814988,0.54064113,0.505668346,0.473643968,0.432586962,0.437401377,0.217114343,0.220877164,0,0.001505181
Push-up,nonstandard01,77,5,,,,0.644641934,,0.59702186,0.853158022,0.478446249,0.941846266,0.394570633,1,0.652982802,0.804035266,0.627519078,0.758756764,0.610646093,0.697462774,,,,0.697700142,,0.643743773,0.654883803,0.552811962,0.551399711,0.502958018,0.477577736,0.433911335,0.4420258,0.222261448,0.229356443,0,0.00206035
Push-up,nonstandard01,79,5,,,,0.64920717,,0.59964865,0.862410092,0.483000674,0.946394293,0.394574309,1,0.657567812,0.814301191,0.6279937,0.768409543,0.601612334,0.702324514,,,,0.699513912,,0.646469174,0.6575345,0.550822706,0.549946664,0.499345603,0.479051136,0.442030312,0.450289518,0.225390295,0.232548037,0,0.002677928
Push-up,nonstandard02,0,0,,,,,,0.551430681,0.849730287,0.504531982,0.946772454,0.45898562,1,0.596929381,0.802185078,0.512130825,0.829258743,0.476352641,0.883446478,,,,,,0.659661517,0.651343646,0.558442879,0.535508631,0.4921418,0.490441035,0.480377561,0.477653578,0.257588047,0.248979802,0.00906131,0
Push-up,nonstandard02,2,0,,,,,,0.549116677,0.84623059,0.501460451,0.942716718,0.457818856,1,0.59317055,0.797996548,0.510270444,0.830248838,0.468357667,0.880275538,,,,,,0.661956386,0.655421537,0.559284408,0.53971487,0.495351877,0.492896195,0.48225428,0.480064448,0.257266135,0.248810768,0.0104059,0
Push-up,nonstandard02,4,0,,,,,,0.549604437,0.847521872,0.500475925,0.944092076,0.458163912,1,0.592072338,0.797342463,0.511780575,0.833117139,0.47055199,0.885178722,,,,,,0.664993019,0.656725584,0.563065924,0.540436587,0.49809428,0.494589733,0.484876581,0.481851099,0.260737118,0.250807845,0.012323746,0
Push-up,nonstandard02,15,1,,,,0.644890575,,0.553404033,0.85912494,0.502656261,0.948029703,0.460843729,1,0.598223035,0.8108099,0.503915988,0.838630133,0.454798493,0.888880595,,,,0.71082288,,0.666480042,0.659178412,0.567209749,0.548085113,0.50252116,0.500039176,0.485595246,0.482344766,0.264165894,0.248441329,0.023263098,0
Push-up,nonstandard02,17,1,,,,,,0.562168603,0.857232985,0.504799001,0.948893294,0.456275292,1,0.605278441,0.808977053,0.509189636,0.836162055,0.453667955,0.879428466,,,,,,0.673055558,0.666420026,0.573544211,0.555772968,0.50662925,0.505556995,0.498602711,0.495339095,0.274476012,0.256193438,0.027851379,0
Push-up,nonstandard02,19,1,,,,,,0.574013177,0.866746898,0.507214678,0.952018292,0.461541529,1,0.614084503,0.815309756,0.51457619,0.833883313,0.46225472,0.880470529,,,,,,0.681373151,0.673417982,0.583908111,0.563221762,0.507030428,0.502264766,0.506549328,0.502609437,0.280925225,0.259796191,0.03393871,0
Push-up,nonstandard02,30,2,,,,,,0.569734609,0.883244835,0.489219982,0.943176535,0.488099092,1,0.576240404,0.79884436,0.484660247,0.850484672,0.442317418,0.913588319,,,,,,0.683423381,0.672334256,0.590923438,0.561853822,0.503960021,0.498359337,0.504856191,0.503674928,0.265123937,0.258737687,0.014637057,0
Push-up,nonstandard02,32,2,,,,,,0.569849967,0.879717089,0.486721426,0.942696764,0.479387774,1,0.576750209,0.795668742,0.487283841,0.845519509,0.449132827,0.90970568,,,,,,0.681102679,0.669447266,0.587925803,0.55660623,0.500928256,0.494110788,0.500167402,0.499085462,0.261399911,0.256628736,0.011208444,0
Push-up,nonstandard02,34,2,,,,,,0.571890014,0.883994165,0.488701549,0.944613977,0.4812883,1,0.584698757,0.805059783,0.484494698,0.843880479,0.448864288,0.911651588,,,,,,0.674549435,0.664751258,0.579439629,0.553306959,0.492849957,0.491848224,0.492158145,0.491907096,0.259938237,0.255983926,0.009545165,0
Push-up,nonstandard02,45,3,,,,,,0.547603094,0.869926921,0.477619697,0.970281431,0.465989288,1,0.601621533,0.824423417,0.508192317,0.84123331,0.452460675,0.901141565,,,,,,0.672916522,0.667988247,0.57901693,0.565792342,0.503466386,0.504460184,0.494886819,0.492211175,0.269079155,0.253322844,0.028645916,0
Push-up,nonstandard02,47,3,,,,,,0.535960207,0.872664853,0.477280611,0.977738635,0.465000766,1,0.613618757,0.848520537,0.503377704,0.864067439,0.44263436,0.918188038,,,,,,0.67633721,0.67043714,0.594186077,0.576896362,0.508602517,0.507973928,0.515345231,0.512906061,0.280982255,0.262853134,0.036257441,0
Push-up,nonstandard02,49,3,,,,,,0.536237406,0.863699517,0.465624988,0.971483784,0.448303128,1,0.595759176,0.82108195,0.505499843,0.842099046,0.449551003,0.902038314,,,,,,0.676174909,0.672266164,0.588975698,0.576219121,0.516504593,0.513069651,0.501779363,0.499291091,0.268708374,0.253750022,0.028184786,0
Push-up,nonstandard02,60,4,,,,,,0.534752684,0.857355449,0.464601331,0.978234508,0.438869083,1,0.603548438,0.824715807,0.506732269,0.848044174,0.444305999,0.912988091,,,,,,0.668848862,0.662310343,0.597210744,0.586062084,0.535088437,0.539521037,0.499472124,0.494445741,0.276759027,0.253298674,0.040859325,0
Push-up,nonstandard02,62,4,,,,,,0.53410111,0.857265563,0.464658406,0.97409498,0.441949902,1,0.601346099,0.823161155,0.503207207,0.846089602,0.441252199,0.908858682,,,,,,0.667110088,0.662088056,0.595245594,0.58760701,0.534250535,0.540424739,0.498161358,0.493940469,0.27330862,0.252052028,0.037286473,0
Push-up,nonstandard02,64,4,,,,,,0.536509616,0.856967711,0.468836884,0.976542288,0.443185619,1,0.603343722,0.823112686,0.503401668,0.84410478,0.446229827,0.911940363,,,,,,0.669368317,0.662839406,0.59737083,0.586631128,0.536845492,0.540936229,0.498988578,0.494081435,0.275610087,0.253098759,0.038764251,0
Push-up,nonstandard02,75,5,,,,,,0.53257297,0.862297654,0.461630275,0.9817593,0.440051201,1,0.603036813,0.828690239,0.501181044,0.84239734,0.444226513,0.910628991,,,,,,0.662446114,0.657996272,0.59294066,0.585508106,0.531728555,0.536873024,0.494288994,0.490825769,0.271601602,0.252308192,0.034423286,0
Push-up,nonstandard02,77,5,,,,,,0.532458656,0.863559484,0.45955394,0.982666416,0.43613053,1,0.6020403,0.828301778,0.504185018,0.844103225,0.446832352,0.91191434,,,,,,0.660228994,0.655024374,0.591874252,0.583561033,0.529996814,0.535182105,0.493072863,0.489246083,0.271332182,0.252243308,0.03361191,0
Push-up,nonstandard02,79,5,,,,,,0.529817726,0.864973659,0.456306866,0.979207865,0.435088489,1,0.596841196,0.826092967,0.501465604,0.844962151,0.441580339,0.909336579,,,,,,0.663444598,0.657981514,0.593955718,0.585296608,0.532164397,0.538820159,0.496035943,0.492129293,0.272596052,0.253118182,0.03424464,0
Push-up,nonstandard03,0,0,,,,0.599751267,0.728300783,0.531631679,0.818050938,0.451970845,0.933093777,0.40326401,1,0.598474605,0.771467817,0.583421748,0.731939644,0.586953033,0.683540905,,,,0.706024455,0.710043612,0.645413916,0.646378094,0.552819002,0.544152095,0.499173391,0.476463096,0.431551447,0.433336556,0.215516507,0.217157484,0,0.002477387
Push-up,nonstandard03,2,0,,,,0.589112187,0.722438019,0.528957993,0.814469846,0.455934337,0.926495865,0.406029432,1,0.595374394,0.767947775,0.580115432,0.729482251,0.588268105,0.681027715,,,,0.70940656,0.714468752,0.647251542,0.651161987,0.548841966,0.544652566,0.497242147,0.476798013,0.437158242,0.440102658,0.217875841,0.220064001,0,0.002220083
Push-up,nonstandard03,4,0,,,,0.583258323,0.712031094,0.530106173,0.811610044,0.462973269,0.928163812,0.407665338,1,0.591750386,0.761286209,0.58155918,0.726887319,0.596881619,0.682229731,,,,0.708970084,0.713576121,0.647466834,0.651115901,0.549089621,0.542232271,0.494971822,0.473628722,0.439984794,0.442705102,0.217076912,0.217685846,0,0.000193053
Push-up,nonstandard03,15,1,,,,0.528388976,,0.496756726,0.785355686,0.453732933,0.925278435,0.404279134,1,0.599189112,0.771663773,0.592300605,0.735508985,0.615098491,0.704067328,,,,0.698181706,,0.643157997,0.652143194,0.545056741,0.544604676,0.494096443,0.471373636,0.442472608,0.446634665,0.21827195,0.221205533,0,0.001341434
Push-up,nonstandard03,17,1,,,,0.527199481,,0.504255044,0.782528323,0.447768068,0.915852555,0.409122359,1,0.608983685,0.77453321,0.607583218,0.746442336,0.638155144,0.72336123,,,,0.696806117,,0.644993609,0.655428963,0.546017795,0.548268732,0.490881966,0.472545747,0.436168367,0.44253092,0.216924425,0.225359642,0,0.005697974
Push-up,nonstandard03,19,1,,,,0.509831068,,0.49217311,0.767842727,0.447021766,0.908180038,0.412433506,1,0.612738597,0.776313241,0.613261999,0.749694932,0.643802048,0.722012997,,,,0.694902654,,0.645834114,0.656817138,0.551036021,0.553198241,0.497406388,0.474592501,0.437098077,0.443872301,0.220987151,0.234746145,0,0.015352893
Push-up,nonstandard03,30,2,,,,0.479808984,,0.477084738,0.738742897,0.43505183,0.895499831,0.394654698,1,0.628225266,0.779285275,0.633718324,0.755778643,0.687909079,0.757941835,,,,0.676728632,,0.638405598,0.654000388,0.553453001,0.55780214,0.506832099,0.47885719,0.437247593,0.446007303,0.218867642,0.241528906,0,0.028488822
Push-up,nonstandard03,32,2,,,,0.468452009,,0.460156965,0.719674634,0.432861414,0.898793114,0.397773023,1,0.625286502,0.769093038,0.641903676,0.727418155,0.702507439,0.721870479,,,,0.668871348,,0.634999442,0.652253479,0.54630461,0.55576588,0.507612361,0.475188288,0.440181582,0.446802814,0.22207432,0.237214701,0,0.017539167
Push-up,nonstandard03,34,2,,,,0.465979756,,0.455101025,0.713798136,0.423872084,0.898281078,0.394756646,1,0.622478791,0.762222386,0.647258442,0.71030491,0.715112001,0.703816604,,,,0.668098806,,0.63328373,0.649876599,0.543053894,0.552767241,0.506535491,0.473700158,0.434021729,0.440059585,0.220606212,0.234415675,0,0.014052147
Push-up,nonstandard03,45,3,,,,0.476135205,,0.450001097,0.718346274,0.398715109,0.923473598,0.382564397,1,0.632623147,0.770712819,0.676646948,0.689906636,0.744859575,0.675327062,,,,0.647576898,,0.617582674,0.634708916,0.543496441,0.554788813,0.510360756,0.48013203,0.418333687,0.424213158,0.213547647,0.227123394,0,0.008494829
Push-up,nonstandard03,47,3,,,,0.490624356,,0.460178319,0.729618324,0.398444549,0.92916113,0.38124411,1,0.626230753,0.768560815,0.661254078,0.701883674,0.721261276,0.693669252,,,,0.644884472,,0.616253481,0.632167741,0.548782344,0.557229649,0.515370738,0.483205853,0.418646547,0.424737664,0.214185956,0.230371999,0,0.014417181
Push-up,nonstandard03,49,3,,,,0.491890639,,0.463336102,0.726697705,0.400161029,0.926536297,0.379817064,1,0.62806812,0.769834979,0.644187068,0.712031994,0.692461696,0.714473618,,,,0.642940581,,0.61155636,0.625820531,0.553699542,0.558615078,0.520975706,0.485612963,0.414838296,0.421020536,0.213749038,0.233739539,0,0.022777552
Push-up,nonstandard03,60,4,,,,,,0.492876754,0.710980945,0.36404184,0.918746906,0.371471888,1,0.654666867,0.753970344,0.699703236,0.658585653,0.760352211,0.659920386,,,,,,0.588683122,0.594318328,0.550616271,0.545382039,0.504365358,0.482068082,0.391522437,0.394382421,0.192997983,0.212311114,0,0.015588174
Push-up,nonstandard03,62,4,,,,,,0.496410157,0.712146659,0.359335128,0.920349919,0.371370364,1,0.648929677,0.745661821,0.699762226,0.649630724,0.762303483,0.653603274,,,,,,0.587781343,0.59187149,0.554846394,0.544436437,0.505899967,0.483187349,0.3878247,0.390505768,0.191923188,0.211352515,0,0.014947795
Push-up,nonstandard03,64,4,,,,,,0.51394805,0.667948861,0.40816544,0.875240609,0.366198781,1,0.647785876,0.704203878,0.694920897,0.650347361,0.753563304,0.663496674,,,,,,0.590468717,0.597320114,0.541999507,0.54361619,0.503304357,0.495338286,0.394146757,0.395337534,0.198728637,0.207300386,8.41E-05,0
Push-up,nonstandard03,75,5,,,,0.541911386,,0.502359085,0.705899601,0.391079256,0.914734934,0.36792933,1,0.634613188,0.72515287,0.679445268,0.643018125,0.770009447,0.656970697,,,,0.631284801,,0.606899283,0.605030406,0.563080016,0.545870369,0.515745688,0.485912845,0.393568456,0.392320083,0.197725079,0.206388652,0,0.006541676
Push-up,nonstandard03,77,5,,,,0.532706135,,0.502538669,0.712811141,0.395524502,0.918675748,0.372785732,1,0.636485862,0.730248203,0.688864425,0.646037037,0.779927351,0.654988275,,,,0.640022444,,0.608214974,0.609776132,0.557512179,0.542758695,0.511316051,0.483226587,0.393437434,0.393943655,0.197310018,0.207209433,0,0.007734529
Push-up,nonstandard03,79,5,,,,0.565384755,,0.550581708,0.711930668,0.440216741,0.90766014,0.385812001,1,0.668983496,0.730840367,0.71095708,0.668500724,0.795498954,0.67605133,,,,0.656163144,,0.612431545,0.611681235,0.568296158,0.549500966,0.528025858,0.497348151,0.40487473,0.404449488,0.202778404,0.209284113,0,0.006207013
Push-up,nonstandard04,0,0,,,,0.606071435,,0.546138292,0.863231375,0.44657938,0.948643101,0.452918292,1,0.557552431,0.780471613,0.497695608,0.843867897,0.463556204,0.874502921,,,,0.740265591,,0.694998398,0.708710856,0.606793643,0.596455134,0.537379273,0.526060686,0.518626252,0.542414489,0.269381821,0.387728097,0,0.210540747
Push-up,nonstandard04,2,0,,,,,,0.540583628,0.854409621,0.438309156,0.945170154,0.444389812,1,0.548670983,0.770170134,0.486632403,0.835307071,0.444789283,0.864879874,,,,,,0.697389776,0.709787818,0.610803997,0.596960429,0.540395469,0.527806103,0.516998164,0.540729435,0.268031932,0.387873037,0,0.213227212
Push-up,nonstandard04,4,0,,,,0.596104344,,0.539872369,0.853172801,0.437987893,0.945699055,0.445620945,1,0.555426115,0.777416104,0.492586893,0.840945748,0.437208776,0.863987126,,,,0.738100336,,0.694089497,0.704167028,0.609362108,0.592981259,0.536249147,0.528998048,0.509609188,0.531759646,0.264489712,0.378896134,0,0.203780986
Push-up,nonstandard04,15,1,,,,0.605673633,0.762229826,0.533844766,0.874414001,0.402421334,0.986609297,0.432615826,1,0.560047888,0.810273127,0.470254078,0.880531407,0.336198844,0.882534435,,,,0.716202177,0.719968613,0.665581975,0.690321431,0.599674695,0.610614141,0.541284504,0.553782866,0.47742724,0.507891219,0.242352668,0.379942608,0,0.236278992
Push-up,nonstandard04,17,1,,,,0.600840095,0.765844062,0.517846068,0.868474432,0.384817851,0.979025808,0.428685219,1,0.539275257,0.79467793,0.467225313,0.874093435,0.348942224,0.891720873,,,,0.711094237,0.715379946,0.66379151,0.685268015,0.593607059,0.603685481,0.540285455,0.55815488,0.474771579,0.501595833,0.241896481,0.37270857,0,0.229050264
Push-up,nonstandard04,19,1,,,,0.597340672,0.765125141,0.510655499,0.865822974,0.37552971,0.971858679,0.423621212,1,0.526519927,0.783443641,0.466396068,0.867004641,0.346415543,0.871489753,,,,0.697212513,0.700958992,0.651812152,0.674087454,0.585644419,0.601201075,0.533472326,0.557987983,0.466797179,0.493569379,0.240284909,0.36956643,0,0.226468008
Push-up,nonstandard04,30,2,,,,0.642382747,0.786780146,0.542934836,0.858197977,0.389313528,0.962052805,0.41791097,1,0.499662751,0.728178256,0.477175371,0.864601192,0.357079329,0.877836719,,,,0.659959091,0.658015282,0.62610919,0.639318974,0.585653449,0.588304522,0.53210377,0.558781352,0.441885965,0.465081121,0.232586141,0.361492221,0,0.230014177
Push-up,nonstandard04,32,2,,,,0.653236928,0.794275847,0.564886333,0.876496601,0.419732142,0.979447137,0.423470998,1,0.5159989,0.744609397,0.478452905,0.879948143,0.331689132,0.859317487,,,,0.663296664,0.659347841,0.623634654,0.643171125,0.591698841,0.603333658,0.542619645,0.561812987,0.439985785,0.46722027,0.227773684,0.357346471,0,0.227479323
Push-up,nonstandard04,34,2,,,,0.644366911,0.791794073,0.547912109,0.864756058,0.387809067,0.959173629,0.422589437,1,0.493883021,0.72415425,0.476548878,0.868437693,0.355775868,0.877458325,,,,0.655790452,0.65282988,0.620807713,0.636143234,0.580018871,0.585464088,0.528836204,0.550233309,0.435965694,0.460286442,0.231000277,0.361804415,0,0.231745574
Push-up,nonstandard04,45,3,,,,,0.802127119,0.560345118,0.881204729,0.419250261,0.980830617,0.430133783,1,0.520480739,0.752554288,0.497926421,0.885283342,0.365394064,0.857875784,,,,,0.659957888,0.624669452,0.646278689,0.585686725,0.603294669,0.540579703,0.560251368,0.43573414,0.463398825,0.229345362,0.360510977,0,0.230098711
Push-up,nonstandard04,47,3,,,,0.652527507,0.798986685,0.565069463,0.880310722,0.417607766,0.979087441,0.426790167,1,0.526409507,0.754804739,0.494405498,0.877237045,0.367910624,0.86352834,,,,0.673024066,0.669364174,0.628012303,0.646995492,0.587215429,0.599173672,0.539443285,0.559139882,0.434558855,0.461195514,0.227187449,0.356743109,0,0.227927215
Push-up,nonstandard04,49,3,,,,0.6438604,0.79592988,0.554880518,0.877175395,0.418175153,0.977504134,0.426336261,1,0.527205471,0.759522905,0.493910131,0.875506408,0.372001754,0.859366532,,,,0.671949825,0.670666612,0.626709115,0.649527506,0.584257654,0.602951293,0.54086554,0.561509222,0.43824264,0.466305766,0.230604194,0.36205965,0,0.23056531
Push-up,nonstandard04,60,4,,,,0.660647908,0.813598071,0.588479574,0.89714823,0.443465413,0.966262656,0.460986489,1,0.563855968,0.789413575,0.525485197,0.901000191,0.413966305,0.880898824,,,,0.730295536,0.729088581,0.672388431,0.694266298,0.58821464,0.596529729,0.533298758,0.531983348,0.466116907,0.493991862,0.246674802,0.376888763,0,0.226778407
Push-up,nonstandard04,62,4,,,,0.662177912,0.816296868,0.594486684,0.897056648,0.45491448,0.968207785,0.467998026,1,0.562430297,0.785648652,0.519985087,0.897828895,0.406616941,0.890859981,,,,0.735569994,0.734269434,0.678866483,0.697041399,0.59324074,0.59528401,0.525365017,0.53290381,0.472886886,0.499297309,0.247909235,0.37494692,0,0.221809078
